sentence,label,pred_label,confidence,prob_negative,prob_neutral,prob_positive
"In the first nine months of 2010 , the company 's net loss narrowed to EUR 415,000 from EUR 7.4 million for the corresponding period of 2009 .",2,2,0.9979918,0.0012235553,0.00078462984,0.9979918
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",2,2,0.9979976,0.0012032576,0.000799183,0.9979976
"( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 .",2,2,0.9971342,0.002283753,0.00058197026,0.9971342
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,2,2,0.6719164,0.3273038,0.0007797106,0.6719164
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,2,2,0.9975407,0.0017456375,0.0007136363,0.9975407
Finnish fibers and plastic products maker Suominen Corporation said its net loss narrowed to 1.6 mln euro $ 2.0 mln in the first nine months of 2006 from 2.16 mln euro $ 2.7 mln in the same period of 2005 .,2,2,0.99737155,0.0020367363,0.000591686,0.99737155
"In the second quarter of 2010 , Raute 's net loss narrowed to EUR 123,000 from EUR 1.5 million in the same period of 2009 .",2,2,0.99779344,0.0015799223,0.0006266518,0.99779344
"ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57",2,2,0.9976549,0.0016463723,0.0006987039,0.9976549
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",2,2,0.9975708,0.0018232705,0.0006058976,0.9975708
"narrows to EUR2 .8 m 9-mo '09 29 October 2009 - Finnish software and hardware developer Elektrobit Oyj HEL : EBG1V , or EB , said today that its net loss narrowed to EUR2 .8 m for the first nine months of 2009 from EUR35 .6 m for the same period a year ago .",2,2,0.9976738,0.0016503611,0.00067584345,0.9976738
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 .,2,2,0.9961356,0.0033881124,0.00047631477,0.9961356
Unit costs for flight operations fell by 6.4 percent .,2,0,0.99691343,0.99691343,0.0012691543,0.0018174622
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 .,2,2,0.95199686,0.047349166,0.0006539363,0.95199686
"2009 3 February 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR46m in the fourth quarter of 2009 from a year-earlier profit of EUR45m .",0,0,0.9970325,0.9970325,0.001379137,0.001588381
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",0,0,0.9968029,0.9968029,0.0011364208,0.002060572
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",0,0,0.9973297,0.9973297,0.001103658,0.0015666289
The company slipped to an operating loss of EUR 2.6 million from a profit of EUR 1.3 million .,0,0,0.9970318,0.9970318,0.0011740424,0.0017940847
23 April 2010 - Finnish construction and engineering company Outotec Oyj HEL : OTE1V said today it slipped to a net loss of EUR7 .3 m in the first quarter of 2010 from a net profit of EUR12 .5 m in the corresponding period last year .,0,0,0.996967,0.996967,0.0012273298,0.0018056354
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,0,0,0.99710304,0.99710304,0.0011274874,0.0017694581
"Finnish IT solutions provider Affecto Oyj HEL : AFE1V said today its slipped to a net loss of EUR 115,000 USD 152,000 in the second quarter of 2010 from a profit of EUR 845,000 in the corresponding period a year earlier .",0,0,0.9969602,0.9969602,0.0011567764,0.0018830678
"In 2009 , Comptel slipped to a net loss of EUR2 .1 m from a profit of EUR6 .6 m in the previous year .",0,0,0.9970745,0.9970745,0.0011935558,0.0017319337
"In Q2 of 2009 , profit before taxes amounted to EUR 13.6 mn , down from EUR 26.8 mn in Q2 of 2008 .",0,0,0.99725145,0.99725145,0.0013960385,0.0013525437
"ADPnews - Feb 5 , 2010 - Finnish real estate investor Sponda Oyj HEL : SDA1V said today that it slipped to a net loss of EUR 81.5 million USD 11.8 m in 2009 from a profit of EUR 29.3 million in 2008 .",0,0,0.99691963,0.99691963,0.0012648456,0.0018156085
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2",0,0,0.9969235,0.9969235,0.0013767156,0.0016998152
"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago .",0,0,0.9970687,0.9970687,0.0012097615,0.0017215434
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",0,0,0.9972976,0.9972976,0.0012189692,0.0014834662
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before .,0,0,0.9973239,0.9973239,0.0011758638,0.0015002461
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",0,0,0.99721587,0.99721587,0.0013227244,0.0014613318
"The company 's profit before taxes fell to EUR 21.1 mn in the third quarter of 2008 , compared to EUR 35.8 mn in the corresponding period in 2007 .",0,0,0.9973385,0.9973385,0.0012782194,0.0013832682
"In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 .",2,2,0.99819,0.00087906496,0.0009309789,0.99819
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies .,2,2,0.99782854,0.0015790982,0.0005923959,0.99782854
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,2,2,0.9972307,0.00223142,0.00053781655,0.9972307
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",2,2,0.99812835,0.001110116,0.000761509,0.99812835
"Finnish Sampo Bank , of Danish Danske Bank group , reports profit before taxes of EUR 152.3 mn in 2010 , up from EUR 32.7 mn in 2009 .",2,2,0.99811125,0.0011919294,0.00069677894,0.99811125
"Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",2,2,0.99772793,0.00077185355,0.00150017,0.99772793
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",2,2,0.9981736,0.0009471413,0.0008793138,0.9981736
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0,2,0.9686312,0.030777678,0.0005910686,0.9686312
"Finnish power supply solutions and systems provider Efore Oyj said its net loss widened to 3.2 mln euro $ 4.2 mln for the first quarter of fiscal 2006-2007 ending October 31 , 2007 from 900,000 euro $ 1.2 mln for the same period of fiscal 2005-06 .",0,2,0.9970085,0.0024016139,0.00058990234,0.9970085
"ADP News - Apr 22 , 2009 - Finnish business information systems developer Solteq Oyj HEL : STQ1V said today its net loss widened to EUR 189,000 USD 245,000 for the first quarter of 2009 from EUR 10,000 for the same peri",0,2,0.99706954,0.0022642005,0.0006663279,0.99706954
Salonen added that data shows producers ' pulp inventories in North America are declining . ',0,0,0.9969965,0.9969965,0.0010188272,0.0019847383
The Elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons ( EUR 32 mln ) for the fifth quarter running .,0,0,0.9954516,0.9954516,0.00092435034,0.0036240427
"For the current year , Raute expects its net sales to increase and the operating result -- to be positive .",2,2,0.99773526,0.0016850677,0.00057962444,0.99773526
"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business .",2,2,0.99779046,0.0016544663,0.0005551086,0.99779046
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",2,2,0.99770796,0.001724637,0.0005674198,0.99770796
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",2,2,0.99781275,0.0014855467,0.00070170284,0.99781275
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",2,2,0.9969484,0.0025905832,0.000461024,0.9969484
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",2,2,0.9962171,0.0033208262,0.00046210972,0.9962171
Cash Flow from Operations for the most recent quarter also reached a eight year low .,0,0,0.9967906,0.9967906,0.0015553723,0.001654096
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",2,2,0.9981844,0.00087588513,0.0009397046,0.9981844
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",2,2,0.99814117,0.0009015015,0.00095733715,0.99814117
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",2,2,0.99818134,0.0008123193,0.0010064098,0.99818134
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",2,2,0.9981943,0.0007901146,0.0010156337,0.9981943
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,2,2,0.99816763,0.0009477505,0.00088454963,0.99816763
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",2,2,0.9981577,0.0010690035,0.0007733006,0.9981577
"Earnings per share EPS amounted to EUR0 .03 , up from the loss of EUR0 .08 .",2,2,0.99819106,0.0009029323,0.000906026,0.99819106
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",2,2,0.998185,0.0007781337,0.0010368385,0.998185
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",2,2,0.99819,0.00087476184,0.00093523075,0.99819
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,2,2,0.99688345,0.002627212,0.00048929907,0.99688345
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",1,1,0.99857306,0.0005286707,0.99857306,0.0008983181
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",2,2,0.9973701,0.0021489728,0.000480941,0.9973701
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",2,2,0.9970499,0.002477319,0.0004726786,0.9970499
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",2,2,0.998198,0.0009813395,0.0008206673,0.998198
"At this growth rate , paying off the national debt will be extremely painful .",0,0,0.9961177,0.9961177,0.0019155841,0.0019666455
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,2,2,0.9972378,0.0022809382,0.00048125337,0.9972378
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,2,2,0.9980634,0.000978766,0.000957894,0.9980634
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",2,2,0.99625033,0.0030987323,0.0006509266,0.99625033
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,2,2,0.9976997,0.0017039832,0.0005962854,0.9976997
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",2,2,0.9978974,0.0009050039,0.0011975721,0.9978974
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,2,2,0.9971034,0.002333459,0.0005631743,0.9971034
Olvi has posted a strong set of figures for the first six months of this year .,2,2,0.99761605,0.0015693221,0.00081467355,0.99761605
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,2,2,0.9976299,0.0018218574,0.0005482293,0.9976299
Our standardised services have met with a positive reception among our customers as well as at Itella .,2,2,0.9967307,0.0027366814,0.0005326411,0.9967307
Performance in the second half of 2009 exceeded expectations .,2,2,0.99696535,0.0023642746,0.0006704018,0.99696535
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,2,2,0.9971723,0.0023096707,0.00051802595,0.9971723
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",2,2,0.9979867,0.0013272255,0.00068611384,0.9979867
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",2,2,0.9979596,0.0010931453,0.0009472657,0.9979596
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,2,2,0.997364,0.0007265012,0.001909578,0.997364
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",2,2,0.9980557,0.0011084876,0.00083583663,0.9980557
`` The combined activities will create value for shareholders and be good for our employees and customers .,2,2,0.997447,0.0019004266,0.0006525637,0.997447
`` The trend in the sports and leisure markets was favorable in the first months of the year .,2,2,0.99651754,0.0028198264,0.00066265295,0.99651754
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,2,2,0.9977836,0.0015534771,0.00066299166,0.9977836
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,2,2,0.996487,0.0029060692,0.0006069584,0.996487
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",2,2,0.94404656,0.05523875,0.000714704,0.94404656
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",2,2,0.99766207,0.0014926011,0.00084534724,0.99766207
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,2,2,0.997322,0.0020217025,0.00065631844,0.997322
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+Ârbindelsen bridge in Gothenburg in Sweden .,2,2,0.99774396,0.0014759563,0.000780121,0.99774396
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",2,2,0.9973658,0.0020440116,0.0005902663,0.9973658
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",2,2,0.99765515,0.001704155,0.00064066425,0.99765515
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",2,2,0.99747133,0.0018343469,0.0006942985,0.99747133
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",2,2,0.9847707,0.014598588,0.0006306743,0.9847707
Cision says the sale will return its U.K. operation to profitability .,2,2,0.9970071,0.0024526955,0.00054019183,0.9970071
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",2,2,0.99789065,0.001283607,0.0008257476,0.99789065
"Department store sales improved by 14 % to EUR 1,070.6 mn .",2,2,0.9975915,0.0018732509,0.0005353068,0.9975915
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",2,2,0.99803287,0.0010577061,0.00090940885,0.99803287
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",2,2,0.9980685,0.0010368965,0.0008945907,0.9980685
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",2,2,0.9978229,0.001320036,0.00085710915,0.9978229
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,2,2,0.9978752,0.0013828581,0.0007419543,0.9978752
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",2,2,0.99803704,0.0011229052,0.0008400748,0.99803704
"However , the broker gave an `` outperform '' recommendation on the stock .",2,2,0.99222296,0.007216218,0.00056088803,0.99222296
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,2,2,0.99774456,0.0014198773,0.00083553424,0.99774456
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",2,2,0.9971475,0.0022410904,0.0006114685,0.9971475
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",2,2,0.99810165,0.0010228828,0.0008754831,0.99810165
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",2,2,0.99792767,0.0010398866,0.0010324188,0.99792767
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,2,2,0.9980094,0.00132458,0.00066607853,0.9980094
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,2,2,0.9980876,0.0011645762,0.0007477765,0.9980876
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",2,2,0.89763594,0.10148864,0.00087540294,0.89763594
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",2,2,0.9957624,0.00379944,0.0004381534,0.9957624
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",2,2,0.9966016,0.0027248387,0.00067353575,0.9966016
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,2,2,0.9976986,0.0011585249,0.0011429052,0.9976986
Sports equipment sales also progressed well owing to the prolonged winter season .,2,2,0.99727935,0.002115941,0.0006047885,0.99727935
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,2,2,0.9973792,0.0018001951,0.00082064274,0.9973792
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2,2,0.99740285,0.0019753117,0.0006217867,0.99740285
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",2,2,0.997781,0.0013255576,0.0008934378,0.997781
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,2,2,0.9958411,0.0009133441,0.0032455912,0.9958411
The Group also has a strong global position in other fishing categories .,2,2,0.99727005,0.0012823548,0.0014475356,0.99727005
"The original name Componenta +àm+Ñl , as a subsidiary of the Finnish Componenta Group , has been changed to +àm+Ñl Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",2,2,0.9980166,0.0013489885,0.00063442386,0.9980166
This resulted in improved sales figures in Sweden .,2,2,0.99439806,0.0051128287,0.00048902753,0.99439806
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,2,2,0.9974982,0.0011084591,0.0013932553,0.9974982
`` Demand for sports equipment was good in 2005 .,2,2,0.9967314,0.0025416745,0.0007269824,0.9967314
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,2,2,0.9970595,0.0024573714,0.00048308514,0.9970595
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2,2,0.99745077,0.0019407693,0.0006084073,0.99745077
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,2,2,0.9976815,0.0016746145,0.0006438343,0.9976815
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,2,2,0.99758506,0.0017022259,0.00071271986,0.99758506
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",2,2,0.9969729,0.0024754568,0.00055157265,0.9969729
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",2,2,0.9969482,0.002561691,0.0004901762,0.9969482
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2,2,0.99758494,0.0017822541,0.0006327615,0.99758494
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",2,2,0.99680185,0.0026559613,0.00054213393,0.99680185
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",2,2,0.7998106,0.19950615,0.0006832102,0.7998106
Nordea sees a return to positive growth for the Baltic countries in 2011 .,2,2,0.9979425,0.0013605912,0.00069686613,0.9979425
Operating profit improved by 16.7 % to EUR 7.7 mn .,2,2,0.9979,0.0014872757,0.0006127107,0.9979
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,2,2,0.99770314,0.0017426887,0.0005542047,0.99770314
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,2,2,0.9977392,0.0017004833,0.0005603127,0.9977392
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,2,2,0.9975647,0.0018891736,0.0005461844,0.9975647
"Previously , the company anticipated its operating profit to improve over the same period .",2,2,0.9977875,0.0015470858,0.00066541333,0.9977875
Productional situation has now improved .,2,2,0.996743,0.0027087717,0.00054820965,0.996743
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,2,2,0.99785334,0.0012621934,0.000884498,0.99785334
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",2,2,0.9971058,0.0020638444,0.0008303638,0.9971058
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",2,2,0.99769706,0.0013484255,0.00095452595,0.99769706
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",2,2,0.9980161,0.0010141232,0.000969715,0.9980161
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,2,2,0.997895,0.0011288587,0.00097613275,0.997895
The EPS improved to EUR0 .38 from EUR0 .27 .,2,2,0.99805474,0.0012226375,0.00072258996,0.99805474
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",2,2,0.9977356,0.0016635873,0.0006007769,0.9977356
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",2,2,0.9979328,0.0011380442,0.0009291847,0.9979328
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,2,2,0.9979463,0.001325513,0.0007281688,0.9979463
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",2,2,0.9980083,0.0010195422,0.00097214174,0.9980083
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",2,2,0.99696845,0.0024169055,0.00061463716,0.99696845
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,2,0,0.7116437,0.7116437,0.00069646863,0.28765988
Uponor improved its performance in spite of the decrease in residential construction in the US .,2,2,0.9963062,0.0031701503,0.00052364107,0.9963062
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",1,1,0.99624866,0.00080947444,0.99624866,0.0029418862
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",1,1,0.99646395,0.00082174176,0.99646395,0.0027143545
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",1,1,0.99866486,0.0006726945,0.99866486,0.00066238
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",1,1,0.9986266,0.00068878254,0.9986266,0.00068459107
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",1,1,0.99860436,0.0005923866,0.99860436,0.0008033555
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,1,1,0.99845755,0.00064911996,0.99845755,0.00089323655
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,1,1,0.99810386,0.0006503261,0.99810386,0.001245759
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",1,1,0.998104,0.0006436479,0.998104,0.0012523291
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,1,1,0.9987017,0.00065018557,0.9987017,0.0006481265
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",1,1,0.99857676,0.00068944215,0.99857676,0.0007337572
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",1,1,0.9982607,0.00086762937,0.9982607,0.0008717016
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",1,1,0.9983584,0.000722322,0.9983584,0.0009193002
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",1,1,0.99840933,0.00059461675,0.99840933,0.0009960892
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",1,1,0.9985973,0.0005849301,0.9985973,0.00081769744
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,1,1,0.99859196,0.00056153355,0.99859196,0.0008465435
